1,1,50.3,60.25,125.86999999999999,60.22,1,1,1.0
1,2,0.0,13.56,19.2,32.44,1,1,1.0
2,1,34.76,57.95,120.68,57.64,1,1,1.0
2,2,0.0,13.56,10.4,32.44,1,1,1.0
2,3,96.56,0.47,221.89999999999998,62.17,1,1,1.0
2,4,316.62,0.15,394.16999999999996,114.17999999999999,1,1,1.0
3,1,19.22,55.64,115.5,55.06,1,1,1.0
3,2,0.0,13.56,2.3,32.44,1,1,1.0
3,3,96.56,0.47,221.89999999999998,62.08,1,1,1.0
3,4,316.62,0.15,393.21000000000004,114.17999999999999,1,1,1.0
4,1,3.68,53.34,110.32,53.36,1,1,1.0
4,3,96.56,0.47,221.89999999999998,61.980000000000004,1,1,1.0
4,4,316.62,0.15,392.24,114.17999999999999,1,1,1.0
5,1,1.96,50.0,92.04,50.0,1,1,1.0
5,3,96.56,0.47,221.89999999999998,61.89,1,1,1.0
5,4,316.62,0.15,391.28,114.17999999999999,1,1,1.0
6,1,0.6,45.9,73.10000000000001,54.1,1,1,1.0
6,3,96.56,0.47,221.89999999999998,61.79,1,1,1.0
6,4,316.62,0.15,389.17999999999995,114.17999999999999,1,1,1.0
7,1,0.6,45.9,60.199999999999996,48.00000000000001,1,1,1.0
7,3,96.56,0.47,221.89999999999998,61.7,1,1,1.0
7,4,316.62,0.15,388.84000000000003,114.17999999999999,1,1,1.0
8,1,0.6,39.8,41.9,48.0,1,1,1.0
8,3,96.56,0.47,221.89999999999998,61.61,1,1,1.0
8,4,316.62,0.15,388.5,114.17999999999999,1,1,1.0
9,1,0.6,39.8,27.0,48.0,1,1,1.0
9,3,96.56,0.47,221.89999999999998,61.51,1,1,1.0
9,4,316.62,0.15,388.15999999999997,114.17999999999999,1,1,1.0
10,1,0.6,42.5,14.8,37.900000000000006,1,1,1.0
10,5,915.8,191.53,43.97000000000003,91.35,1,1,1.0
10,3,96.56,0.47,221.89999999999998,61.42,1,1,1.0
10,4,316.62,0.15,387.82000000000005,114.17999999999999,1,1,1.0
11,5,869.8,189.5,89.97000000000003,79.80000000000001,1,1,1.0
11,3,96.56,0.47,221.89999999999998,61.32,1,1,1.0
11,4,316.62,0.15,387.48,114.17999999999999,1,1,1.0
12,5,822.4,174.6,137.37,93.29999999999998,1,1,1.0
12,3,96.56,0.47,221.89999999999998,61.230000000000004,1,1,1.0
12,4,316.62,0.15,387.46000000000004,114.17999999999999,1,1,1.0
13,5,778.4,159.7,181.38,106.80000000000001,1,1,1.0
