1,1,121.1,332.89,134.67000000000002,61.06999999999999,1,1,1.0
1,2,208.87,250.42,94.01999999999998,40.95000000000002,1,1,1.0
1,3,733.05,268.6,72.15000000000009,35.39999999999998,1,1,1.0
2,1,99.2,335.2,138.60000000000002,61.10000000000002,1,1,1.0
2,2,208.87,250.42,94.01999999999998,41.00000000000003,1,1,1.0
2,3,721.41,269.2,69.79000000000008,37.329999999999984,1,1,1.0
3,1,73.4,335.2,144.79999999999998,65.80000000000001,1,1,1.0
3,2,208.87,250.42,94.01999999999998,41.06000000000003,1,1,1.0
3,3,709.3,270.2,70.30000000000007,38.900000000000034,1,1,1.0
4,1,49.9,342.2,145.6,63.5,1,1,1.0
4,2,208.87,250.42,94.01999999999998,41.12000000000003,1,1,1.0
4,3,693.6,272.2,73.89999999999998,38.400000000000034,1,1,1.0
5,1,23.27,347.68,146.42999999999998,63.5,1,1,1.0
5,2,208.87,250.42,94.01999999999998,41.16999999999999,1,1,1.0
5,3,679.4,274.7,74.5,39.400000000000034,1,1,1.0
6,1,0.6,347.68,148.0,68.21999999999997,1,1,1.0
6,2,208.87,250.42,94.01999999999998,41.22999999999999,1,1,1.0
6,3,664.7,276.2,77.59999999999991,39.900000000000034,1,1,1.0
7,1,0.6,355.5,122.9,67.39999999999998,1,1,1.0
7,2,208.87,250.42,94.01999999999998,41.28,1,1,1.0
7,3,649.5,276.2,79.20000000000005,42.400000000000034,1,1,1.0
8,1,0.0,359.42,100.8,67.39999999999998,1,1,1.0
8,2,208.87,250.42,94.01999999999998,41.34,1,1,1.0
8,3,635.9,278.2,79.70000000000005,43.10000000000002,1,1,1.0
9,1,0.0,363.3,81.2,63.50999999999999,1,1,1.0
9,2,208.87,250.42,94.01999999999998,41.400000000000006,1,1,1.0
9,3,622.0,280.7,81.60000000000002,42.19999999999999,1,1,1.0
10,1,0.0,366.4,55.4,60.420000000000016,1,1,1.0
10,2,208.87,250.42,94.01999999999998,41.45000000000002,1,1,1.0
10,3,605.6,282.3,82.69999999999993,44.39999999999998,1,1,1.0
11,1,0.78,375.79,28.02,57.31,1,1,1.0
11,2,208.87,250.42,94.01999999999998,41.51000000000002,1,1,1.0
11,3,590.6,284.5,84.89999999999998,44.10000000000002,1,1,1.0
12,2,208.87,250.42,94.01999999999998,41.57000000000002,1,1,1.0
12,3,575.3,286.1,85.5,43.599999999999966,1,1,1.0
13,2,208.87,250.42,94.01999999999998,41.62000000000003,1,1,1.0
13,3,558.4,288.0,87.70000000000005,41.69999999999999,1,1,1.0
14,2,208.87,250.42,94.01999999999998,41.680000000000035,1,1,1.0
14,3,543.7,290.5,88.79999999999995,47.39999999999998,1,1,1.0
15,2,208.87,250.42,94.01999999999998,41.72999999999999,1,1,1.0
15,3,527.3,291.9,88.60000000000002,48.700000000000045,1,1,1.0
16,2,208.87,250.42,94.01999999999998,41.78999999999999,1,1,1.0
16,3,510.1,294.6,91.39999999999998,51.19999999999999,1,1,1.0
17,2,208.87,250.42,94.01999999999998,41.849999999999994,1,1,1.0
17,3,492.66,299.0,96.33999999999997,47.89999999999998,1,1,1.0
18,2,208.87,250.42,94.01999999999998,41.900000000000006,1,1,1.0
18,3,473.9,299.0,97.10000000000002,51.39999999999998,1,1,1.0
19,2,208.87,250.42,94.01999999999998,41.96000000000001,1,1,1.0
19,3,457.4,301.5,97.80000000000007,52.19999999999999,1,1,1.0
20,2,208.87,250.42,94.01999999999998,42.01000000000002,1,1,1.0
20,3,442.4,304.8,95.10000000000002,53.0,1,1,1.0
21,2,208.87,250.42,94.01999999999998,42.07000000000002,1,1,1.0
21,3,424.1,307.0,98.69999999999993,53.5,1,1,1.0
22,2,208.87,250.42,94.01999999999998,42.130000000000024,1,1,1.0
22,3,406.4,310.3,101.40000000000003,50.19999999999999,1,1,1.0
23,2,208.87,250.42,94.01999999999998,42.180000000000035,1,1,1.0
23,3,388.8,312.9,102.89999999999998,52.200000000000045,1,1,1.0
24,2,208.87,250.42,94.01999999999998,42.24000000000004,1,1,1.0
24,3,367.2,317.0,108.10000000000002,56.0,1,1,1.0
25,2,208.87,250.42,94.01999999999998,42.28999999999999,1,1,1.0
25,3,348.9,319.1,110.10000000000002,56.599999999999966,1,1,1.0
26,2,208.87,250.42,94.01999999999998,42.349999999999994,1,1,1.0
26,3,328.6,320.4,108.79999999999995,59.200000000000045,1,1,1.0
27,2,208.87,250.42,94.01999999999998,42.41,1,1,1.0
27,3,307.7,325.6,114.0,58.599999999999966,1,1,1.0
28,2,208.87,250.42,94.01999999999998,42.46000000000001,1,1,1.0
28,3,288.1,328.2,115.89999999999998,58.60000000000002,1,1,1.0
29,2,208.87,250.42,94.01999999999998,42.52000000000001,1,1,1.0
29,3,265.2,334.1,119.80000000000001,59.89999999999998,1,1,1.0
30,2,208.87,250.42,94.01999999999998,42.57000000000002,1,1,1.0
30,3,247.5,337.4,117.89999999999998,58.60000000000002,1,1,1.0
31,2,208.87,250.42,94.01999999999998,42.630000000000024,1,1,1.0
31,3,223.3,340.7,122.5,61.19999999999999,1,1,1.0
32,2,208.87,250.42,94.01999999999998,42.690000000000026,1,1,1.0
32,3,198.7,344.6,126.80000000000001,62.5,1,1,1.0
33,2,208.87,250.42,94.01999999999998,42.74000000000004,1,1,1.0
33,3,176.5,345.9,132.0,66.40000000000003,1,1,1.0
34,2,208.87,250.42,94.01999999999998,42.80000000000004,1,1,1.0
34,3,150.1,352.4,136.20000000000002,65.80000000000001,1,1,1.0
35,2,208.87,250.42,94.01999999999998,42.849999999999994,1,1,1.0
35,3,126.9,356.2,140.49999999999997,66.10000000000002,1,1,1.0
36,2,208.87,250.42,94.01999999999998,42.91,1,1,1.0
36,3,100.5,358.3,144.6,72.09999999999997,1,1,1.0
37,2,208.87,250.42,94.01999999999998,42.97,1,1,1.0
37,3,74.2,364.7,150.0,71.19999999999999,1,1,1.0
38,2,208.87,250.42,94.01999999999998,43.02000000000001,1,1,1.0
38,3,47.9,367.8,150.0,75.09999999999997,1,1,1.0
